"serial","experiment_number","datetime","path","experiment_name","consent_1","mturk_ID","submit","start","stamp","length","scen1_1","scen1_2","scen2_1","scen2_2","scen3_1","scen3_2","scen3_3","scen3_4","scen3_5","scen4_1","f_scen4_1","scen4_2","scen4_3","hard_scen1_1","hard_scen1_2","hard_scen2_1","hard_scen2_2","hard_scen3_1","hard_scen3_2","hard_scen3_3","hard_scen3_4","hard_scen3_5","hard_scen4_1","f_hard_scen4_1","hard_scen4_2","hard_scen4_3","easy_ST_1","easy_ST_2","hard_ST_1","hard_ST_2","hard_ST_3","hard_ST_4","hard_ST_5","hard_ST_6","hard_ST_7","hard_ST_8","hard_ST_9","hard_ST_10","macarth","f_macarth","brazil1_Q1","brazil1_Q2","brazil1_Q3","brazil1_Q4","brazil1_Q5","brazil1_Q6","brazil1_Q7","brazil2_Q8","brazil2_Q9","brazil2_Q10","brazil2_Q11","brazil2_Q12","brazil2_Q13","brazil2_Q14","Income","f_Income","Household_Size","f_Household.Size","Education","f_Education","Sex","f_Sex","Age","Month_of.Birth","f_Month.of.Birth","Marital","f_Marital","Current_Employment","f_Current.Employment","Current_Occupation","f_Current.Occupation","Children","f_Children","Race","f_Race","Political","f_Political","beta","daily_dsic_rate"
132481,552,"2015-03-13 11:55:35",1,"experiment_Mar15_20","Y","A3TDA1NWHNQFE3","2015-03-13 11:55:52","2015-03-13 11:55:37","2015-03-13 11:55:52","15sec","N","I recently received a raise of 5%. Before the raise, I had very little breathing room in terms of my finances. Even now, I participate in MTurk tasks on a daily basis so that I will have enough money to be comfortable. If my salary was cut, I would probably look into part time work in a restaurant. When I was only freelance at my company, I worked in a restaurant at the same time. I had no free time, and I worked every day, sometimes from 9am to 4am. I think it would set back all the progress I have made in my professional life.","Y","Right now, I am capable of sparing $200. I would have to be more mindful of how I spend money for the next couple of months, but overall it wouldn't be something to freak out about. I might even put it on a credit card to give myself breathing room. ","Y","I have enough breathing room that I would only have to be more mindful of my finances for the next month. Right now, it is not too bad of an expense.","N","N","I would never allow a repair  to go untouched. It is a small amount of money now for what could turn into a terrible hardship later.","opt_2",2,"N","For now the interest would be worth it. I don't have enough cash at this point to be able to pay for a new fridge all at once. I could always pay back the full amount before the 12 months is over, but not right now.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I trust my doctors and other health care providers to have my best interests at heart. But at the same time, I would also expect that they would honor my desire to sometimes question their methods. ","I have social trust in my public transportation to not gut my finances with their frequent fare increases. I would hope they are trying their hardest to ensure I am paying the lowest amount possible, while still sustaining a high level of service.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,4,1,3,1,4,1,4,1,4,1,3,1,4,4,5,"$40,000 to $49,999",2,"2",9,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",2,"Female",1988,4,"April",2,"Living Together",2,"Employed 3 or more years for the same company",3,"Arts/design/entertainment/music/media",1,"None",9,"Other",1,"Democrat",0.948127322321783,0.00664323731523645
132484,552,"2015-03-13 12:25:12",2,"experiment_Mar15_20","Y","A2NOR6R1M1NHGX","2015-03-13 12:25:48","2015-03-13 12:25:14","2015-03-13 12:25:48","34sec","Y","Fortunately, 5% wouldn't be a drastic enough reduction in my salary that I would have to make major changes to my lifestyle.  I would probably need to cut back a little on spending, and it would probably be my leisure/entertainment budget that would be cut. My housing situation would not need to change.","Y","I probably have an extra $200 in my savings account, and if I don't, I could borrow it from someone until my next paycheck and then I would pay them back.","Y","I probably would have the extra cash in my checking account, so I would withdraw it to pay for the service.  If I didn't have the extra money, I would borrow it from a friend until I got my next paycheck, and then I would pay my friend back.","N","Y","If I knew I would have the money in a few days or a week or so, I might put off the repair until I had the money.  But, if I knew I wouldn't have the money for a while, I would borrow money and get the repair done before it became a major problem.  It would be a relatively easy decision, as long as my friend was able to lend me money for the repair.","opt_1",1,"N","I would hope that I had enough cash so I didn't have to pay interest, but if I didn't have any other options, like borrowing money from a friend and paying them back, then I wouldn't have a choice, because I need to replace the refrigerator. I wouldn't be happy about paying interest, so I don't know if I would say it was worth it, but if that's what I had to do I would do it.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"My bank.  I trust my bank to protect my account information from anyone not listed on the account, and I trust that if there is an error, they will correct it.","My doctor.  I trust that when I go to my doctor, he listens to my concerns and answers my questions.  He takes me seriously and has my best interests in mind when giving me advice and information.","My acountant.  I have an appointment to get my taxes done next week.  I trust my accountant and her knowledge that she will file my taxes accurately and try to maximize my return.","My neighborhood.  I trust my neighbors and we all look out for each other.  We have a nice group of people who live here and we help each other out whenever we can.","My grocery store.  I trust that all fod safety measures are taken; the food is maintained at proper temperatures and food that is past it's expiration date is discarded.","My electric provider.  I trust that they do not overcharge for the electricity I use and that they are committed to the community.","My cell phone provider.  I trust that my cell phone provider does not monitor my text messages or whatever I use my cell phone for. (I don't do anything illegal, so that's not an issue.)","The school system.  I trust the teachers and staff at the school system have the best interests of the students in mind in everything they do, and they are always trying their best to teach students.","Parents of children (in my neighborhood).  I trust the parents of children raise their children properly; that they teach them respect, responsibility, and how to function in society.  Children learn a lot from their parents, and I trust that parent's want the best for their children.","Police Department.  I trust the police department and that the officers are truly interested in serving the people in the community.  They are active in our community and do a very good job of keeping the peace and maintaining a positive image and reputation.",5,5,5,1,4,1,3,1,5,1,3,1,5,1,5,5,8,"$70,000 to $79,999",2,"2",8,"Bachelor's degree (for example: BA, AB, BS)",2,"Female",1979,3,"March",3,"Married",2,"Employed 3 or more years for the same company",1,"Administrative and office support",1,"None",3,"Caucasian/White",2,"Republican",0.822017052579564,0.00512608542657363
132490,552,"2015-03-16 11:25:28",3,"experiment_Mar15_20","Y","AFWKRID53R1XA","2015-03-16 11:25:49","2015-03-16 11:25:30","2015-03-16 11:25:49","19sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","I don't live with a comfortable margin, that cut would mean I would have to do without something, mostly unnecessary or superfluous purchases. ","N","I would probably have to look to others to help out, first off. If I'm unable to receive any help, I would probably have to get rid of some of my more expensive possessions or take out some loan money or charge to credit, which could be harmful.","Y","I have some particularly expensive possessions that could cover the cost, but it would take getting rid of nearly all of the things that I use daily.","Y","Y","It would be an incredibly difficult decision to live with, knowing that my only mode of transportation could be completely gone. It would make me anxious each day.","opt_2",2,"N","It could be worth it, as I wouldn't have the money on hand to buy it outright, I feel like it would be my only option. The extra cost is just something I would have to eat.","I normally trust my bank to keep my money safe","Our local venues offered by the community usually do citizens a service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,1,3,1,2,1,3,1,2,2,3,1,3,4,6,"$50,000 to $59,999",3,"3",7,"Associate degree (for example: AA, AS)",1,"Male",1989,11,"November",2,"Living Together",4,"Unemployed and looking for work",23,"Other",1,"None",3,"Caucasian/White",1,"Democrat",1.01911877536201,0.0110155708037284
132494,552,"2015-03-16 11:25:44",3,"experiment_Mar15_20","Y","A2L6O958YPEWEX","2015-03-16 11:26:48","2015-03-16 11:25:45","2015-03-16 11:26:48","63sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","It would impact leisure and travel plans.  I already live on a tight budget with little money left over after main living expenses i.e., electricity, food, and gas.","N","It would require me to either use a credit card or get a loan if possible and the worst case of borrowing from a friend or family member.  Yes, sacrifices would be made in order to afford the additional bill. Probably cutting back on food choices, errands to be reduced to doing more in one day vs. a few days.  Limit excess driving that way. Long lasting hardship yes due to how long it would take to pay a debt like this off with long interest rates or credit card interest rates compounding.","N","Credit card debt at its finest.  I really have no savings to count on liquidating.  Applying for a loan to get it fixed is the only other means I can think of.","Y","N","I have to have a vehicle to get from A to B where I live.  No car means no work, no groceries, no taking care of anything.  It would be difficult however, a person has to make cutbacks to afford the cost.","opt_2",2,"N","Having to replace a refrigerator unexpectedly would be a burden and a must have item.  It would be worth the interest when no other financial means is available.","I suppose justified social trust would be my bank protecting my private information and making sure my accounts are secure when doing online banking such as transferring money or paying bills from my account.","Social trust probably would also apply to my mailman making sure that when I have packages that do not fit into my mailbox that they will deliver it to my front door vs. leaving my mailbox open with a package hanging out of it.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,1,3,1,2,1,3,1,1,1,1,1,3,4,4,"$30,000 to $39,999",2,"2",4,"High school diploma or the equivalent (for example: GED)",2,"Female",1966,11,"November",2,"Living Together",3,"Self-employed",13,"Labor/production/construction/transportation",1,"None",3,"Caucasian/White",3,"Independent",1.02601254733046,0.0034028243110301
132495,552,"2015-03-16 11:25:50",4,"experiment_Mar15_20","Y","ASCKK20VO37CB","2015-03-16 11:26:01","2015-03-16 11:25:50","2015-03-16 11:26:01","11sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","I currently live paycheck to paycheck. I would have to cut the only leisurely activity expense we have each month, which is my son's sports.","N","I would ask family members to borrow it. It would make a long term impact, and we would need to sacrifice my son's sports in order to pay this debt. ","N","I do not have the cash to pay for that amount up front. I would see if the mechanic would take payments or borrow money. It would not be an easy decision. ","N","Y","I would either need to get a loan, get the mechanic to take payments, or let the car go until something bigger happened. It would be a difficult decision to make because I need to have a safe and reliable vehicle to transport my son to his medical appointments. ","opt_2",2,"N","Yes, it would be worth the interest in this case. This gives me a chance to own a new appliance without needing to wait to save up the money to buy it. I have done this many times in order to replace an appliance. ",NA,NA,"I have to trust my son's bus driver on a daily basis to drive him to and from school. Seeing how he responded to an emergency situation on the bus has justified this social trust. ","My son has medical issues, so it is important that we can trust the school nurse. She justifies this trust by notifying me every time my son goes to the nurse's office. ","With my son's many surgeries, there is nothing better than having a surgeon who goes out of his way to follow up with us on a Saturday. He has instilled and justified my trust in healthcare. ","As a cardholder of a major corporation, I was notified when their security was breached. Although they could have easily ignored or denied the problem, they offered credit monitoring for 5 years to ensure my information was not misused. ","Never being on a subway before, and having my young son with me I was confused as to what platform I needed to be on. A member of the transit system assisted me, and explained how to find this information on the boards. Even though he was very busy, he did not get upset or short with me. ","My professor at the university had given me an incorrect grade and it negatively affected my GPA. Although they are not supposed to change grades once they are posted, she took the blame stating she made a mistake and changed the grade rather than hiding it and making my GPA suffer. ","My college under-awarded me financial aid, and I would have never known. They could have stolen the funds from me, but instead explained the circumstances and credited my account. ","When my son was hospitalized he was given an overdose of his medication by a nurse. The next shift noticed the error, and the executives from the hospital spoke to us and removed the nurse from my son's care. ","My electric company had been over-reporting our cost of usage for over 10 years, charging us as a business. They credited our account for the difference from the business cost to the residential cost for the entire 10 years, and admitted their mistake. ","I was pulled over by a policeman, and with all the negative attention towards police officers these days, my son started to fear them. The officer was polite and explained why he stopped me, and saw my son looked scared. The officer then went to his car and brought back my son a sticker that looks like a badge, and spoke to my son like my son was a hero. He made my son want to be an officer. There are good cops out there still.",3,3,4,1,4,1,2,1,2,1,3,2,1,1,2,2,5,"$40,000 to $49,999",3,"3",8,"Bachelor's degree (for example: BA, AB, BS)",2,"Female",1979,10,"October",3,"Married",2,"Employed 3 or more years for the same company",1,"Administrative and office support",2,"1",3,"Caucasian/White",3,"Independent",1.07307274220198,0.0063535082635746
132496,552,"2015-03-16 11:26:17",1,"experiment_Mar15_20","Y","A20ALQT1HIVSAH","2015-03-16 11:26:57","2015-03-16 11:26:19","2015-03-16 11:26:57","38sec","N","Right now I only make enough to get by. It would hurt my finances greatly. The kids wouldn't be able to do anything fun with their friends either","Y","I can pull it from the savings because I at least can do that much. I wouldn't feel good about it becasue there could be another emergency happen, but it would be doable. ","Y","I would take the money from my savings that I have in money envelopes becuase I wouldn't want to pay interest on something. That just seems silly to me. ","N","N","I have ran into issues before when I decided to just ignore a car problem and that is not something that I'm willing to do again. ","opt_1",1,"Y","No I'm not making that much in interest. That is just ridiculous if I actually have the cash available to do it even if it will reduce my savings a lot. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I trust our schools because they take care of my children all day long and help keep them safe. ","I trust our children's hospital because we have several children who always have to go there for various reasons and they are so good to them. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,1,1,1,5,1,5,1,1,3,5,1,5,5,3,"$20,000 to $29,999",5,"5",7,"Associate degree (for example: AA, AS)",2,"Female",1977,5,"May",4,"Divorced",3,"Self-employed",4,"Business and financial operations",5,"4",3,"Caucasian/White",3,"Independent",0.994799678536091,0.0082145188143649
132499,552,"2015-03-16 11:27:46",3,"experiment_Mar15_20","Y","AKLG79EPGKTDP","2015-03-16 11:28:09","2015-03-16 11:27:47","2015-03-16 11:28:09","22sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","I would not be able to continue maintaining my current lifestyle as I already had a pretty tight budget. In order to work around this budget cut, I would have to limit leisure money to a bare minimum and cut back on housing.","N","This immediate expense would definitely cause me long-lasting financial hardship. The only options i would have to go about obtaining this money would be to borrow from a family member or take out a loan in order to afford it. In the long-term I would have to sacrifice some of my own budget, such as leisure money, in order to pay back what I owed to those I borrowed from.","N","I would be unable to pay the full amount in cash, so I would resort to either taking out a loan or borrowing from a family member and paying them back when I could come up with the difference at a later time.","Y","Y","This would be a rather difficult decision for me to make, in the event of a possible breakdown of my car. However, if I foresee having no traveling outside of my immediate area needed, then I would also have access to towing service and the like.","opt_2",2,"Y","I believe, for the second option, the interest would be worth paying in this case, as it is not likely I would have the money upfront to purchase the refrigerator outright, and I am strict about on-time payments to avoid unnecessary fees.","Public transportation is dedicated to prompt arrivals and departures, only exempted in unforeseen circumstances that could otherwise not be prevented.","Schools value to teach students necessary topics of interest in order for them to succeed later in life and set them up for greater objectives and goals.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,2,4,3,4,3,5,4,4,3,2,3,3,4,"$30,000 to $39,999",2,"2",4,"High school diploma or the equivalent (for example: GED)",2,"Female",1996,1,"January",1,"Never married",3,"Self-employed",21,"Self-employed/entrepreneur",1,"None",3,"Caucasian/White",2,"Republican",0.845572106396985,0.0221458396066227
132502,552,"2015-03-16 11:30:00",3,"experiment_Mar15_20","Y"," A2QJEZZWUPNL4A","2015-03-16 11:31:11","2015-03-16 11:30:01","2015-03-16 11:31:11","70sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","My personal finances are such that a decrease in income as described would be manageable though it would be tight. No changes would need to occur other than decreasing some discretionary spending. I.E. not eat out so much.","N","I would not attempt to meet the need as the only way to do so would be through high interest loans. I would rather suffer not meeting the need.","Y","The car would stay broken until I could pay cash. I do not take out loans for any reason. I may borrow a little from a friend but no institutional loans.","N","Y","very easy. I do not borrow money. I might hold a garage sale to create cash flow or take extra work. Worse comes to worse I would save the money and wait until my tax returns come in.","opt_1",1,"N","no, I do not take out loans or finance purchases other than my mortgage. There is never a reason to do so. A fridge is a luxury and not a true necessity.","Last year I had to use public transportation for a few weeks. The buses were timely and relatively cheap.","Ihad an issue at a school with one of my children. The matter was handled fairly and professionally.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,2,1,1,1,2,4,1,3,2,4,1,4,4,3,"$20,000 to $29,999",4,"4",5,"Some college, but not currently enrolled",1,"Male",1967,8,"August",3,"Married",3,"Self-employed",21,"Self-employed/entrepreneur",4,"3",3,"Caucasian/White",3,"Independent",0.92425282623128,0.00554383094510565
132503,552,"2015-03-16 11:31:01",4,"experiment_Mar15_20","Y","A3NM5SP9NZ9BOJ","2015-03-16 11:31:17","2015-03-16 11:31:02","2015-03-16 11:31:17","15sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","I would be able to maintain my current lifestyle as I have a few hundred dollars of extra income from dividends on investments I could spend. Even though, yes, I might tighten up on some luxeries though.","Y","I would be able to get that 2000.00 immediately from my brokerage account. The only bad part, it would come from an account that generates dividends. I would sacrifice by tightening up my spending and trying not to withdraw any more money for awhile from this account.","Y","I could get this money from my regular checking account, it has a few thousand dollars in it, so I wouldn't have to liquidate other savings. ","N","N","I might be a little difficult, but I always keep a few thousand dollars in my regular checking account so I could make the withdraw without too much stress.","opt_1",1,"Y","I'm not good at calculating, but the interest here looks to be around 20%, which seems a bit steep. I'd rather pay in cash, in fact that's what I'd do. I did do this last summer when we bought our new house in Idaho.",NA,NA,"My credit union. I love them. They don't charge me monthly fees like a regular bank and often give me a 25.00 yearly loyalty gift, back to me. 
","Kaiser Permanente. This was my old health plan in California. They took good care of me and the billing was so transparent. 
","Winco. This is the market I shop at a lot. They are employee owned and have very good prices. ","Fred Meyer. This is another market, and they do have good specials and is a very clean market.","My brokerage account. They have very reasonable trading fees, an excellent checking account service. ","My gas company. They offer very reliable service to heat my home, and the bill is always reasonable. ","Your Health Idaho. This is my state health insurance exchange. I get my health insurance through them and there have not been any ""screw ups"" like on the federal exchange.","My new dentist: I went for a check up and they just said I needed a teeth cleaning, everything seemed fine. They did not try to do a lot of unneccessary work. ","My garbage service: They pick up my trash every week on a consistent basis. ","Toyota dealer service. I take my car here and they tell me everything is fine, not trying to do a bunch of extra work. ",6,6,5,1,3,1,1,1,4,1,3,1,4,1,4,4,6,"$50,000 to $59,999",2,"2",8,"Bachelor's degree (for example: BA, AB, BS)",1,"Male",1960,7,"July",3,"Married",8,"Retired",7,"Education/training/library",1,"None",3,"Caucasian/White",1,"Democrat",1.01798540645782,0.00293028526047347
132506,552,"2015-03-16 11:37:15",3,"experiment_Mar15_20","Y","AKATCXM6HXIU7","2015-03-16 11:37:28","2015-03-16 11:37:16","2015-03-16 11:37:28","12sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","No I would not because I have a lot of bills that I need to pay and certain credit obligations to maintain. I would have to cut down in other areas just to get by or else pick up a side income.It would definitely put an impact on leisure activities because we could no longer do all the things we did as a family.","Y","I would have to make cash advances on my credit cards to get the money. It may be quick but it will definitely cost me in the long run. I would have to make bigger payments on cards and I would definitely be in debt longer.","N","I would have to go to my credit union and get a loan where I have to pay back. It will be yet another debt that I have to incure to get it fixed.","Y","N","I would decide which is the safest thing to do for my family and I. I am all about the safety of my kids. Not being able to have a vehicle or have one that breaks down is a big inconvienence.","opt_2",2,"N","yes because I need the refrigerator now and I would rather pay the interest instead of taking out all the money I may have saved.","An example would be at a church function. Everyone who goes to the church is able to be trusted and be counted on.","Another example would be my bank. I can go in and deposit my money without worrying what will happen or whether or not someone would want to steal my info. They are very trusting where I bank.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,1,4,1,3,1,5,1,3,1,4,1,4,4,3,"$20,000 to $29,999",5,"5",6,"Some college, and currently enrolled",2,"Female",1976,9,"September",3,"Married",2,"Employed 3 or more years for the same company",11,"Healthcare",4,"3",3,"Caucasian/White",3,"Independent",0.960838762497732,0.0151422960052141
132510,552,"2015-03-16 11:40:46",2,"experiment_Mar15_20","Y","A35KO5LPASBFI9","2015-03-16 11:41:31","2015-03-16 11:40:47","2015-03-16 11:41:31","44sec","Y","It's not too big of a dramatic change in income. I think all I'd really have to cut back on would be coffee and trips to stores when I don't REALLY need to go.","N","I would have to borrow it from a family member and pay it back over the next few months. I'd have to stop all activities outside of paying bills to get it paid back.","Y","I don't know.I don't know.I don't know.I don't know.I don't know.I don't know.I don't know.I don't know.I don't know.I don't know.","Y","N","I would have to take out the loan. It would be a semi-difficult decision to make. I don't know what else you want me to write here.","opt_2",2,"N","Yes. I wouldn't have the $399 up front to pay. I wouldn't have a choice here.
Yes. I wouldn't have the $399 up front to pay. I wouldn't have a choice here.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"As for hospitals, I only trust one in my area. And even then, we still haven't figured out what is wrong with me.","I trust my bank that I use. I've never had a problem with them.","I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. ","I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. ","I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. ","I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. ","I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. ","I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. ","I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. ","I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. ",4,4,2,2,2,2,1,1,2,1,1,1,1,1,2,1,4,"$30,000 to $39,999",6,"6",6,"Some college, and currently enrolled",2,"Female",1993,11,"November",1,"Never married",7,"A student",22,"Student",1,"None",3,"Caucasian/White",3,"Independent",0.953917566919301,0.0417304669736411
132512,552,"2015-03-16 11:43:06",1,"experiment_Mar15_20","Y","A1VF3WAZ8YS8K2","2015-03-16 11:43:29","2015-03-16 11:43:08","2015-03-16 11:43:29","21sec","Y","A 5% difference isn't that much, and I don't think it would impact my day to day spending very much. I already don't take many vacations, if any, so I doubt anything would change after the pay cut.","Y","I have a savings account specifically for emergency purposes and $200 wouldn't be much to take from it. I would only want to put a little extra into the account in the following months to make sure I make up the difference after I take it out.","N","I have enough money on hand to be able to pay for the car. However, I might have to cut back on my spending this month and next month to be able to afford it.","N","N","It would be a pretty easy decision to make. I can afford to pay the entire cost up front without liquidating savings, so I don't think there would be a need to take out a loan or postpone the repairs.","opt_1",1,"Y","No, I don't think the interest would be worth paying in this case since it would be fairly easy to just pay the $399 upfront.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I trust my bank to take care of my money and not overcharge me or add unnecessary fees to my account.","I trust my doctors and nurses to give me the attention and care needed to help me stay healthy and catch any diseases I may have before they become too dangerous.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,1,3,1,2,1,3,1,1,1,2,1,3,3,10,"$90,000 to $99,999",4,"4",6,"Some college, and currently enrolled",2,"Female",1992,1,"January",1,"Never married",7,"A student",22,"Student",1,"None",3,"Caucasian/White",1,"Democrat",1.16852594872987,0.00612769709275959
132513,552,"2015-03-16 11:44:10",2,"experiment_Mar15_20","Y","A2YTO4EY3MNYAJ","2015-03-16 11:44:46","2015-03-16 11:44:11","2015-03-16 11:44:46","35sec","N","My finances are not good as it is. getting a 5% decrease in wages will only hurt me. I would not be able to pay bills, I will not be able to buy food, I would not be able to afford the gas needed to drive to and from work even. I would be forced to find another job that will either pay me what I'm earning now or at a higher rate to even stay afloat.","Y","I would ask either a family member or a friend for the money as I have always in the past paid my debts in a timely matter and they know that they will get there money back as well as a beer or two. No this would not cause me any long term financial crisis as I would be able to pay them back fast. I would not have to sacrifice anything. I would pay them back fast. they will get thier money back. coming up with the money would be easy it's just $200 . I will just wait till next payday and pay them back ","Y","Yes this would probably require liquidating savings, or asking a family memeber or a friend for the cash. As I said previously anything less than $300 would be paid back fast and they all know that I am good for it. I have always paid my debts back on time and fast. Sometimes I do not even have to pay them back they just give it to me as a gift for being who I am. I take care of my family and friends and sometimes this is how they can repay me for everything I do for them. So maybe I will take it out of savings or maybe someone will help me out. It just depends on what I decide to do should this type of situation come about.","Y","N","Yes it would be easy to make a decision like this. Get the car fixed. why would anyone be willing to drive a vehicle that has the possibility of breaking down at any minute. Not only does that put you in harms way but everyone else around you. You would have to be some kind of Idiot to even consider not getting your car fixed. To be honest I can answer your questions very easily but I do not see the need for there to be a minimum of 100 words. That's just making me ramble on when I have already gotten to the point.","opt_1",1,"N","In my honest opinion no, If the fridge is still working then I would begin to start saving money to pay for a new one. Saving up $400 should not take long and in the mean time save me the extra money that I would have to pay out for the interest. That way I could also save up for a fridge that I really like and just buy that. I don't see the need to pay extra cash for something that you can just save up for and just pay what you need to pay.Sometimes making payments is to your advantage and sometimes it's just not worth it.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I trust in the fact that the city bus will transport my child to and from school safely everyday. I pay them good money for the tickets so I hold them to a high standard when it comes to my child.","I trust that the school in which my child goes to will protect my child and keep them safe when I cannot be around to do it myself.","I trust that the grocery store that I shop at will provide me with the freshest and highest quality foods available since I am spending my hard earned money in their store.","I do trust that the local diner that I sometimes treat my family to adheres to food and safety laws when preparing the food that my family will eat at their establishment.","I trust that the local police dept does their job in keeping the streets safe so when my children go play with friends they return home safely.","I trust in the local hospital and clinic to provide a clean and safe environment for everyone that visits their establishments and provide care in a timely fashion.","I trust in the local government to come up with and enforce laws that make this community a safe and happy place to live in for everyone that lives here.","I trust that the citizens in the community adhere to the laws and keep this a safe, happy, quiet community for their neighbors and all that move here.","I trust that the the crossing guards that work at the school do theirs jobs correctly and keep the peace whenever they are working and keep a close eyes on our children.","I trust that the companies in this community adhere to local and state laws and keep this community clean, safe, while providing good services to us all.",3,3,4,1,4,1,4,1,4,1,4,1,4,1,4,4,5,"$40,000 to $49,999",4,"4",7,"Associate degree (for example: AA, AS)",2,"Female",1974,3,"March",3,"Married",2,"Employed 3 or more years for the same company",1,"Administrative and office support",2,"1",5,"Latino/Hispanic",3,"Independent",0.797862259988109,0.0403064497633593
132514,552,"2015-03-16 11:44:41",3,"experiment_Mar15_20","Y","A2D50KS58QB1BN","2015-03-16 11:45:11","2015-03-16 11:44:42","2015-03-16 11:45:11","29sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","I would be able to maintain my same lifestyle under the new circumstances because I don't spend a lot of money. On average I only spend 70% of my monthly earnings. The only thing that would change is that I would be saving less money per month. So it would impact my savings account.","Y","I would come up with the amount by taking it out of my savings account. It would not cause much long lasting financial hardship besides lowering my total savings. To make up for the loss of savings, I would increase my savings per month for 10 months to make up for the amount by saving an extra $200 per month.","Y","I would pay the full amount in cash because it would be better long term. It is always better to make short term sacrifices in order to save money in the long term.","N","N","It would be an easy decision because I always look at long term costs and paying in full offers the least long term costs. Taking a chance and foregoing service is the worst because if the car breaks down it will cost a lot more overall.","opt_1",1,"Y","No, the interest would not be worth paying. $200's extra amounts to a 20% increase in overall price, which is a huge mark up. It is much better to pay the full amount in cash.","I trust the public transport system because I take the train to compute into work daily. By doing so I am putting my good faith into the workers of the train because if they were to neglect their duties, me and other passengers could be put into harm.","I put my social trust into my banking institution. I trust that they are wisely investing my money ethically and will not put themselves into long term hardships because that would have severe consequences on me.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,3,1,2,1,2,1,3,1,3,1,3,1,3,3,5,"$40,000 to $49,999",1,"1",8,"Bachelor's degree (for example: BA, AB, BS)",1,"Male",1984,9,"September",1,"Never married",2,"Employed 3 or more years for the same company",20,"Sales and marketing",1,"None",3,"Caucasian/White",4,"None",1.04240785619756,0.00579393041522312
