serial,path,ipaddress,adaptive_question_order_1,adaptive_question_order_2,adaptive_question_order_3,adaptive_question_order_4,adaptive_question_order_5,adaptive_question_order_6,adaptive_question_order_7,adaptive_question_order_8,adaptive_question_order_9,adaptive_question_order_10,adaptive_question_order_11,adaptive_question_order_12,adaptive_question_order_13,adaptive_question_order_14,adaptive_question_order_15,adaptive_question_order_16,adaptive_question_order_17,adaptive_question_order_18,adaptive_question_order_19,adaptive_question_order_20,adaptive_question_id_1,adaptive_question_id_2,adaptive_question_id_3,adaptive_question_id_4,adaptive_question_id_5,adaptive_question_id_6,adaptive_question_id_7,adaptive_question_id_8,adaptive_question_id_9,adaptive_question_id_10,adaptive_question_id_11,adaptive_question_id_12,adaptive_question_id_13,adaptive_question_id_14,adaptive_question_id_15,adaptive_question_id_16,adaptive_question_id_17,adaptive_question_id_18,adaptive_question_id_19,adaptive_question_id_20,adaptive_question_info_1,adaptive_question_info_2,adaptive_question_info_3,adaptive_question_info_4,adaptive_question_info_5,adaptive_question_info_6,adaptive_question_info_7,adaptive_question_info_8,adaptive_question_info_9,adaptive_question_info_10,adaptive_question_info_11,adaptive_question_info_12,adaptive_question_info_13,adaptive_question_info_14,adaptive_question_info_15,adaptive_question_info_16,adaptive_question_info_17,adaptive_question_info_18,adaptive_question_info_19,adaptive_question_info_20,adaptive_response_answer_1,adaptive_response_answer_2,adaptive_response_answer_3,adaptive_response_answer_4,adaptive_response_answer_5,adaptive_response_answer_6,adaptive_response_answer_7,adaptive_response_answer_8,adaptive_response_answer_9,adaptive_response_answer_10,adaptive_response_answer_11,adaptive_response_answer_12,adaptive_response_answer_13,adaptive_response_answer_14,adaptive_response_answer_15,adaptive_response_answer_16,adaptive_response_answer_17,adaptive_response_answer_18,adaptive_response_answer_19,adaptive_response_answer_20,adaptive_response_time_1,adaptive_response_time_2,adaptive_response_time_3,adaptive_response_time_4,adaptive_response_time_5,adaptive_response_time_6,adaptive_response_time_7,adaptive_response_time_8,adaptive_response_time_9,adaptive_response_time_10,adaptive_response_time_11,adaptive_response_time_12,adaptive_response_time_13,adaptive_response_time_14,adaptive_response_time_15,adaptive_response_time_16,adaptive_response_time_17,adaptive_response_time_18,adaptive_response_time_19,adaptive_response_time_20
132398,2,69.207.146.174,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749222,749230,749234,749235,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$247/0days-B:$300/14days,A:$100/14days-B:$150/90days,A:$248/0days-B:$300/7days,A:$99/0days-B:$150/90days,A:$246/0days-B:$300/14days,A:$247/0days-B:$300/7days,A:$98/0days-B:$150/90days,A:$245/0days-B:$300/14days,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1425923257.58251,1425923262.0353,1425923265.19918,1425923269.29114,1425923273.01444,1425923275.95851,1425923280.55387,1425923285.0156,1425923288.26173,1425923292.06033,1425923296.87221,1425923300.4103,1425923305.71904,1425923309.92732,1425923313.5186,1425923322.26909,1425923326.4634,1425923330.04764,1425923334.41553,1425923340.75851
132404,2,97.83.242.94,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749252,749253,749269,749277,749278,749280,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$247/0days-B:$300/14days,A:$100/14days-B:$150/90days,A:$99/0days-B:$150/90days,A:$248/0days-B:$300/7days,A:$246/0days-B:$300/14days,A:$98/0days-B:$150/90days,A:$247/0days-B:$300/7days,A:$97/0days-B:$150/90days,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1425924804.22064,1425924807.29408,1425924810.70084,1425924815.6647,1425924818.84444,1425924821.73258,1425924825.05037,1425924829.54594,1425924832.54976,1425924835.75431,1425924838.76576,1425924842.07856,1425924845.12407,1425924847.8477,1425924850.99724,1425924853.91842,1425924856.91368,1425924860.41837,1425924864.22807,1425924868.14731
132405,3,104.36.176.105,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,524288,524289,524290,524291,524292,524293,524294,524295,524296,524297,524298,524299,524300,524301,524302,524318,524319,524320,524321,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/0days-B:$250/90days,A:$150/0days-B:$300/7days,A:$120/0days-B:$300/7days,A:$96/0days-B:$250/90days,A:$96/0days-B:$300/7days,A:$80/0days-B:$250/90days,A:$80/0days-B:$300/7days,A:$50/0days-B:$250/90days,A:$50/0days-B:$300/7days,A:$30/0days-B:$250/90days,A:$30/0days-B:$150/90days,A:$20/0days-B:$250/90days,A:$5/0days-B:$250/30days,A:$10/3days-B:$250/90days,A:$15/0days-B:$300/7days,A:$20/0days-B:$300/14days,A:$10/3days-B:$250/30days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1425925603.13295,1425925607.3731,1425925610.86153,1425925614.3587,1425925618.95707,1425925623.63047,1425925627.36314,1425925631.97152,1425925636.04784,1425925639.97457,1425925644.42149,1425925648.43553,1425925653.17071,1425925656.57397,1425925659.61621,1425925667.65358,1425925674.58085,1425925678.53503,1425925682.93349,1425925690.00863
132406,4,69.27.217.15,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,524288,524289,655361,655362,688130,688131,696323,696324,698372,698373,698885,699141,699269,699333,699365,699381,699389,699393,699395,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$250/0days-B:$300/14days,A:$120/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$150/3days-B:$250/60days,A:$248/0days-B:$300/14days,A:$100/0days-B:$250/90days,A:$247/0days-B:$300/14days,A:$246/0days-B:$300/14days,A:$99/0days-B:$250/90days,A:$98/0days-B:$250/90days,A:$245/0days-B:$300/14days,A:$97/0days-B:$250/90days,A:$96/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$100/14days-B:$250/90days,A:$248/0days-B:$300/7days,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1425926410.86527,1425926413.99333,1425926417.76231,1425926421.22572,1425926424.1243,1425926427.33314,1425926431.61895,1425926434.9058,1425926440.38912,1425926444.3378,1425926448.44291,1425926452.95404,1425926456.24223,1425926459.24881,1425926462.29233,1425926465.30912,1425926467.69735,1425926470.54611,1425926477.56233,1425926480.4341
132433,1,184.164.166.124,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749237,749245,749249,749251,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$247/0days-B:$300/14days,A:$100/14days-B:$150/90days,A:$248/0days-B:$300/7days,A:$99/0days-B:$150/90days,A:$246/0days-B:$300/14days,A:$98/0days-B:$150/90days,A:$97/0days-B:$150/90days,A:$247/0days-B:$300/7days,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1426256974.68591,1426256979.10301,1426256983.51183,1426256986.79017,1426256990.31743,1426256996.90362,1426257000.26302,1426257004.09716,1426257007.78989,1426257010.98123,1426257013.98744,1426257017.63862,1426257020.92261,1426257023.37461,1426257027.56183,1426257031.44342,1426257034.91193,1426257038.01972,1426257040.67678,1426257045.38457
132442,3,24.180.248.178,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,524288,524289,655361,655362,688130,704514,704515,708611,708612,709636,710148,710404,710532,710596,710597,710613,710621,710625,710627,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$250/0days-B:$300/14days,A:$120/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$150/0days-B:$250/90days,A:$248/0days-B:$300/14days,A:$249/0days-B:$300/7days,A:$248/0days-B:$300/7days,A:$247/0days-B:$300/14days,A:$150/0days-B:$250/60days,A:$246/0days-B:$300/14days,A:$100/14days-B:$150/90days,A:$150/3days-B:$250/60days,A:$245/0days-B:$300/14days,A:$80/7days-B:$150/90days,A:$247/0days-B:$300/7days,A:$95/0days-B:$150/90days,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1426256998.99781,1426257004.03403,1426257007.51083,1426257012.45023,1426257016.42777,1426257020.30799,1426257024.19753,1426257028.67547,1426257032.14056,1426257038.04883,1426257041.9704,1426257046.19793,1426257050.1792,1426257053.85647,1426257057.90289,1426257062.3237,1426257066.63344,1426257071.93337,1426257075.2356,1426257079.39998
132436,4,12.216.225.10,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,524288,524289,655361,720897,720898,737282,737283,737284,739332,740356,740868,741124,741125,741189,741221,741222,741230,741234,741235,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$246/0days-B:$300/7days,A:$248/0days-B:$300/7days,A:$100/0days-B:$150/90days,A:$247/0days-B:$300/7days,A:$99/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$98/0days-B:$150/90days,A:$248/0days-B:$300/14days,A:$247/0days-B:$300/14days,A:$100/14days-B:$150/90days,A:$246/0days-B:$300/14days,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1426256986.06852,1426256988.91918,1426256991.55604,1426256994.39815,1426256997.22212,1426256999.79522,1426257002.80945,1426257006.95371,1426257009.80245,1426257012.90324,1426257016.90139,1426257019.81422,1426257025.98013,1426257029.04782,1426257031.92063,1426257038.36786,1426257041.23414,1426257043.9268,1426257047.24704,1426257050.43148
132434,2,108.53.188.131,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,524288,524289,655361,720897,753665,770049,778241,782337,784385,784386,784898,784899,785027,785091,785123,785124,785132,785133,785135,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$246/0days-B:$250/30days,A:$249/0days-B:$250/90days,A:$247/0days-B:$250/90days,A:$246/0days-B:$250/90days,A:$249/0days-B:$250/30days,A:$245/0days-B:$250/90days,A:$248/0days-B:$250/30days,A:$247/0days-B:$250/30days,A:$249/0days-B:$300/7days,A:$248/0days-B:$300/7days,A:$249/0days-B:$250/60days,A:$247/0days-B:$300/7days,A:$248/0days-B:$250/60days,A:$246/0days-B:$300/7days,A:$247/0days-B:$250/60days,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1426257165.26286,1426257168.98025,1426257171.97286,1426257174.65766,1426257180.03532,1426257183.18699,1426257186.43074,1426257190.38034,1426257193.13395,1426257196.39911,1426257200.65526,1426257204.27697,1426257208.65263,1426257212.03344,1426257215.20695,1426257219.02231,1426257222.26859,1426257226.16534,1426257230.60086,1426257234.68497
132444,1,71.187.58.5,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750962,750963,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$245/0days-B:$250/90days,A:$250/0days-B:$300/14days,A:$246/0days-B:$250/90days,A:$248/0days-B:$300/7days,A:$247/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$247/0days-B:$300/7days,A:$249/0days-B:$250/90days,A:$248/0days-B:$300/14days,A:$246/0days-B:$250/30days,A:$245/0days-B:$250/60days,A:$246/0days-B:$300/7days,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,2,1,2,1426257214.74724,1426257219.16474,1426257222.78865,1426257227.05062,1426257230.64656,1426257233.48455,1426257238.33771,1426257244.08562,1426257250.05678,1426257264.85537,1426257267.91101,1426257271.28385,1426257318.42581,1426257321.81291,1426257324.34546,1426257326.75393,1426257330.01151,1426257332.16548,1426257335.50725,1426257339.00052
132435,3,104.159.240.198,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749252,749253,749269,749277,749278,749280,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$247/0days-B:$300/14days,A:$100/14days-B:$150/90days,A:$99/0days-B:$150/90days,A:$248/0days-B:$300/7days,A:$246/0days-B:$300/14days,A:$98/0days-B:$150/90days,A:$247/0days-B:$300/7days,A:$97/0days-B:$150/90days,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1426257217.77488,1426257221.60255,1426257225.01834,1426257229.23012,1426257233.21104,1426257237.1617,1426257240.98604,1426257245.76005,1426257253.18235,1426257256.61549,1426257259.95489,1426257265.84458,1426257270.50773,1426257274.05555,1426257283.30408,1426257287.87184,1426257295.51134,1426257298.67058,1426257301.95284,1426257306.26772
132445,2,108.222.208.77,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$245/0days-B:$250/90days,A:$250/0days-B:$300/14days,A:$246/0days-B:$250/90days,A:$248/0days-B:$300/7days,A:$247/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$247/0days-B:$300/7days,A:$249/0days-B:$250/90days,A:$248/0days-B:$300/14days,A:$246/0days-B:$250/30days,A:$246/0days-B:$300/7days,A:$245/0days-B:$250/60days,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,1,1426257447.52689,1426257451.53426,1426257455.29326,1426257459.18134,1426257462.81399,1426257466.00582,1426257470.45018,1426257474.0767,1426257477.4827,1426257481.14195,1426257484.71818,1426257488.62013,1426257492.10045,1426257495.51603,1426257499.59341,1426257503.62272,1426257507.24506,1426257510.97761,1426257515.02704,1426257519.31434
132450,3,108.230.214.89,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$245/0days-B:$250/90days,A:$250/0days-B:$300/14days,A:$246/0days-B:$250/90days,A:$248/0days-B:$300/7days,A:$247/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$247/0days-B:$300/7days,A:$249/0days-B:$250/90days,A:$248/0days-B:$300/14days,A:$246/0days-B:$250/30days,A:$246/0days-B:$300/7days,A:$245/0days-B:$250/60days,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,1,1426257467.14533,1426257476.73137,1426257480.64686,1426257485.8573,1426257492.963,1426257497.49513,1426257501.36638,1426257504.7961,1426257507.956,1426257512.08832,1426257515.38521,1426257519.16437,1426257522.91148,1426257528.06224,1426257532.22031,1426257542.96947,1426257547.04952,1426257550.58939,1426257554.62613,1426257563.52952
132437,2,99.47.88.218,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,524288,524289,655361,655362,688130,704514,712706,716802,718850,719874,720386,720642,720770,720834,720866,720882,720890,720894,720896,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$250/0days-B:$300/14days,A:$120/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$150/0days-B:$250/90days,A:$248/0days-B:$300/14days,A:$150/3days-B:$250/60days,A:$150/0days-B:$250/60days,A:$247/0days-B:$300/14days,A:$100/0days-B:$250/90days,A:$246/0days-B:$300/14days,A:$99/0days-B:$250/90days,A:$245/0days-B:$300/14days,A:$98/0days-B:$250/90days,A:$97/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$96/0days-B:$250/90days,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1426257696.95092,1426257702.24688,1426257708.06154,1426257717.04205,1426257721.74728,1426257727.33229,1426257733.80185,1426257738.87412,1426257743.28804,1426257748.20704,1426257752.23584,1426257756.5573,1426257762.89636,1426257766.73617,1426257771.51598,1426257775.90801,1426257780.38646,1426257784.55484,1426257789.57538,1426257793.71032
132443,4,208.68.246.251,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,262145,393217,458753,491521,491522,499714,503810,505858,505859,505860,506116,506244,506245,506277,506293,506294,506298,506299,A:$95/0days-B:$250/90days,A:$96/0days-B:$300/14days,A:$95/0days-B:$250/30days,A:$250/0days-B:$300/7days,A:$96/0days-B:$250/60days,A:$250/0days-B:$300/14days,A:$80/7days-B:$250/90days,A:$249/0days-B:$300/7days,A:$80/0days-B:$250/90days,A:$150/3days-B:$250/60days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/7days,A:$96/0days-B:$250/90days,A:$97/0days-B:$250/90days,A:$248/0days-B:$300/14days,A:$247/0days-B:$300/14days,A:$98/0days-B:$250/90days,A:$246/0days-B:$300/14days,A:$100/14days-B:$250/90days,A:$245/0days-B:$300/14days,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,2,1,2,1426257693.07832,1426257696.73786,1426257701.03131,1426257705.4995,1426257710.75921,1426257718.12625,1426257725.23032,1426257730.50234,1426257737.02732,1426257744.41886,1426257751.72115,1426257756.11122,1426257771.71573,1426257775.96513,1426257784.12081,1426257788.76701,1426257792.17301,1426257800.2587,1426257807.56903,1426257813.25379
132453,1,96.234.77.195,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749252,749253,749269,749277,749281,749283,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$247/0days-B:$300/14days,A:$100/14days-B:$150/90days,A:$99/0days-B:$150/90days,A:$248/0days-B:$300/7days,A:$246/0days-B:$300/14days,A:$98/0days-B:$150/90days,A:$97/0days-B:$150/90days,A:$247/0days-B:$300/7days,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1426257687.70429,1426257691.24563,1426257694.22467,1426257699.06296,1426257703.08655,1426257705.74955,1426257709.31755,1426257712.54652,1426257717.26779,1426257720.86507,1426257723.87837,1426257727.17588,1426257730.50707,1426257732.10103,1426257738.9282,1426257741.47265,1426257744.25956,1426257746.93183,1426257749.88844,1426257754.1
132441,2,76.189.66.190,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,262145,393217,458753,458754,475138,483330,487426,487427,488451,488963,489219,489220,489284,489285,489286,489287,489288,489289,A:$95/0days-B:$250/90days,A:$96/0days-B:$300/14days,A:$95/0days-B:$250/30days,A:$250/0days-B:$300/7days,A:$96/0days-B:$250/60days,A:$249/0days-B:$300/7days,A:$80/7days-B:$250/60days,A:$248/0days-B:$300/7days,A:$95/0days-B:$250/60days,A:$247/0days-B:$300/7days,A:$80/0days-B:$250/60days,A:$246/0days-B:$300/7days,A:$97/0days-B:$250/60days,A:$245/0days-B:$300/7days,A:$50/3days-B:$250/90days,A:$245/0days-B:$300/14days,A:$150/3days-B:$250/30days,A:$100/14days-B:$250/60days,A:$246/0days-B:$300/14days,A:$50/3days-B:$250/60days,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1426257742.43898,1426257747.71382,1426257751.7583,1426257756.27357,1426257762.11372,1426257766.13546,1426257771.99505,1426257774.92114,1426257779.06484,1426257782.65913,1426257787.60763,1426257792.75047,1426257798.81107,1426257802.28618,1426257806.34372,1426257812.97186,1426257817.53849,1426257822.14879,1426257825.88374,1426257831.64866
132446,3,68.204.194.170,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,262145,262146,327682,360450,376834,376835,380931,382979,382980,383492,383493,383621,383622,383623,383624,383632,383633,383634,A:$95/0days-B:$250/90days,A:$96/0days-B:$300/14days,A:$95/0days-B:$250/30days,A:$150/0days-B:$300/14days,A:$245/0days-B:$300/7days,A:$246/0days-B:$300/7days,A:$50/3days-B:$250/60days,A:$247/0days-B:$300/7days,A:$248/0days-B:$300/7days,A:$100/0days-B:$250/30days,A:$249/0days-B:$300/7days,A:$99/0days-B:$250/30days,A:$250/0days-B:$300/7days,A:$98/0days-B:$250/30days,A:$96/0days-B:$250/30days,A:$97/0days-B:$250/30days,A:$80/0days-B:$250/30days,A:$150/3days-B:$250/30days,A:$30/0days-B:$250/60days,A:$120/0days-B:$150/3days,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2,1,1,2,1426257967.03735,1426257971.39193,1426257980.483,1426257985.79878,1426257990.98113,1426257997.5338,1426258006.19128,1426258009.6697,1426258012.80897,1426258016.51664,1426258020.18413,1426258023.24477,1426258027.61444,1426258032.79994,1426258036.56948,1426258039.85039,1426258046.81886,1426258050.59443,1426258055.87856,1426258060.28998
132455,3,66.11.135.210,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749222,749230,749234,749235,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$247/0days-B:$300/14days,A:$100/14days-B:$150/90days,A:$248/0days-B:$300/7days,A:$99/0days-B:$150/90days,A:$246/0days-B:$300/14days,A:$247/0days-B:$300/7days,A:$98/0days-B:$150/90days,A:$245/0days-B:$300/14days,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1426258016.51254,1426258019.54331,1426258023.82101,1426258027.94741,1426258031.02513,1426258045.18613,1426258048.52133,1426258051.90786,1426258055.71273,1426258058.94873,1426258061.84741,1426258065.31736,1426258068.39485,1426258072.87821,1426258076.13875,1426258079.81045,1426258083.01085,1426258086.19683,1426258090.70633,1426258094.22814
132459,3,50.129.40.154,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749315,749443,749444,749476,749492,749493,749497,749499,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$99/0days-B:$150/90days,A:$100/14days-B:$150/90days,A:$247/0days-B:$300/14days,A:$248/0days-B:$300/7days,A:$98/0days-B:$150/90days,A:$246/0days-B:$300/14days,A:$97/0days-B:$150/90days,A:$247/0days-B:$300/7days,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1426258284.35332,1426258290.79776,1426258294.17718,1426258297.37266,1426258300.62478,1426258303.69014,1426258308.72137,1426258312.82329,1426258315.53549,1426258320.48976,1426258323.84293,1426258327.47458,1426258331.6194,1426258335.4361,1426258338.42918,1426258341.93127,1426258345.8983,1426258349.80129,1426258352.117,1426258354.78011
132461,1,71.183.221.230,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749222,749230,749234,749235,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$247/0days-B:$300/14days,A:$100/14days-B:$150/90days,A:$248/0days-B:$300/7days,A:$99/0days-B:$150/90days,A:$246/0days-B:$300/14days,A:$247/0days-B:$300/7days,A:$98/0days-B:$150/90days,A:$245/0days-B:$300/14days,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1426258502.30133,1426258507.18201,1426258510.67346,1426258520.64772,1426258524.75083,1426258528.63227,1426258535.54935,1426258542.57111,1426258547.58927,1426258554.37094,1426258558.65844,1426258563.09016,1426258566.52555,1426258574.48931,1426258577.91722,1426258583.48225,1426258588.80123,1426258594.34794,1426258601.16423,1426258606.42746
