"","V1"
"1249",-766.569095555576
"1250",-788.628833716285
"1251",-799.233027347386
"1252",-804.775709256151
"1253",-802.775685614939
"1254",-795.615502719509
"1255",-793.873452190174
"1256",-795.82109277967
"1257",-783.53282680889
"1258",-797.720998724239
"1259",-781.40236991559
"1260",-775.007273028159
"1261",-802.691527167459
"1262",-797.678566519492
"1263",-780.46409032081
"1264",-808.680988726878
"1265",-808.997002126699
"1266",-798.388236115028
"1267",-781.853702951674
"1268",-777.451071478513
"1269",-781.960782078966
"1270",-780.875880907941
"1271",-796.92777063571
"1272",-783.064548351924
"1273",-776.083058087094
"1274",-795.648689107508
"1275",-776.059230365495
"1276",-785.653406425346
"1277",-762.691369602106
"1278",-784.026315477122
"1279",-776.807623021964
"1280",-795.98250101943
"1281",-807.754025011373
"1282",-822.881565155695
"1283",-837.431741661462
"1284",-798.219274093854
"1285",-795.903229668152
"1286",-785.211375141387
"1287",-793.753082811434
"1288",-778.23544260607
"1289",-791.5934913212
"1290",-786.759035814611
"1291",-803.092702927486
"1292",-791.046163217964
"1293",-795.066000690047
"1294",-785.554562556142
"1295",-810.243157824725
"1296",-817.742794668016
"1297",-811.899508724025
"1298",-807.181469636961
"1299",-781.790369292564
"1300",-789.375269782306
"1301",-775.94831831286
"1302",-786.614402960801
"1303",-792.30561070617
"1304",-795.469281315637
"1305",-807.24844438938
"1306",-787.936650468615
"1307",-790.277440908658
"1308",-808.608479812181
"1309",-781.302848737087
"1310",-785.421863708603
"1311",-795.869259767782
"1312",-802.014631799361
"1313",-806.11721847006
"1314",-795.894529547869
"1315",-816.093139768066
"1316",-798.206949297038
"1317",-810.695981083403
"1318",-791.340247121723
"1319",-788.428282543709
"1320",-780.770879573936
"1321",-782.870667987834
"1322",-801.578201111185
"1323",-819.032622769696
"1324",-779.740164446496
"1325",-795.08050694578
"1326",-767.662577835083
"1327",-778.823109806225
"1328",-797.948324255728
"1329",-800.239786526381
"1330",-811.453376103698
"1331",-813.842520623365
"1332",-841.507711369661
"1333",-829.243144986219
"1334",-820.376562772859
"1335",-790.010610165912
"1336",-795.777784083641
"1337",-798.594826505327
"1338",-796.244845610268
"1339",-775.744854619618
"1340",-822.867391627472
"1341",-820.499660696839
"1342",-825.581839769753
"1343",-842.994129388722
"1344",-794.375691879303
"1345",-798.218084123661
"1346",-783.778552444376
"1347",-792.632355104891
"1348",-784.91553476264
"1349",-816.256899507861
"1350",-797.565870665651
"1351",-808.580420655915
"1352",-821.484368430953
"1353",-822.646243174033
"1354",-819.9102968166
"1355",-801.692532255964
"1356",-799.16823248302
"1357",-826.484659823388
"1358",-791.495613683263
"1359",-768.847065165143
"1360",-799.929018826796
"1361",-804.029036333464
"1362",-782.581608154948
"1363",-777.614917901887
"1364",-786.772247047784
"1365",-795.681994843028
"1366",-803.868334982923
"1367",-807.37478464522
"1368",-792.697340194463
"1369",-812.163887130386
"1370",-810.155464210283
"1371",-808.078224883846
"1372",-797.026300325282
"1373",-806.141824121906
"1374",-809.820056089045
"1375",-822.730199844472
"1376",-803.097349789516
"1377",-782.876945926494
"1378",-792.962300112999
"1379",-777.941877785987
"1380",-785.842768365018
"1381",-804.208763775597
"1382",-784.978996224983
"1383",-775.029590466051
"1384",-782.385327875047
"1385",-791.917776354207
"1386",-775.626004719555
"1387",-787.975900133469
"1388",-795.040126119166
"1389",-802.224031181483
"1390",-829.017949052264
"1391",-813.283938757998
"1392",-792.161790751532
"1393",-803.158501091092
"1394",-808.352715943895
"1395",-801.281484131723
"1396",-777.843797830005
"1397",-774.944620860694
"1398",-782.616089256054
"1399",-761.877968241841
"1400",-770.30541918802
"1401",-779.193863119534
"1402",-789.78822005271
"1403",-805.951504861779
"1404",-798.088025095296
"1405",-796.183982401757
"1406",-799.752165740351
"1407",-798.308340652027
"1408",-793.712495527369
"1409",-809.727618907482
"1410",-805.183010388822
"1411",-831.276376827578
"1412",-817.512790304984
"1413",-812.361570438081
"1414",-804.780101224123
"1415",-829.149528000147
"1416",-848.469014660972
"1417",-819.474832894062
"1418",-820.216159144096
"1419",-819.006566009152
"1420",-794.203008360925
"1421",-796.434367711379
"1422",-827.238890784421
"1423",-815.743252298467
"1424",-814.355771637433
"1425",-824.844539684227
"1426",-792.108923858979
"1427",-816.606622075261
"1428",-793.275463930113
"1429",-779.20395057185
"1430",-781.936058785673
"1431",-807.305997837008
"1432",-797.396073643852
"1433",-789.294263518676
"1434",-819.037457777971
"1435",-808.400567136617
"1436",-829.798256280407
"1437",-826.285326678076
"1438",-806.398638025095
"1439",-802.2686932774
"1440",-789.183521540002
"1441",-788.478471945982
"1442",-792.579898854029
"1443",-815.776068907119
"1444",-797.337444399426
"1445",-812.782261875001
"1446",-823.369136857286
"1447",-815.096646278487
"1448",-801.676524797595
"1449",-816.848660150512
"1450",-821.228053385541
"1451",-813.849990077218
"1452",-808.44907572578
"1453",-809.970927549775
"1454",-821.56324145312
"1455",-832.397499260551
"1456",-822.409353911398
"1457",-818.385747798981
"1458",-830.78322843504
"1459",-822.791232482694
"1460",-805.656992590603
"1461",-799.555266813159
"1462",-800.034974421022
"1463",-780.800100933398
"1464",-784.709717589676
"1465",-760.580451085303
"1466",-783.177883698884
"1467",-801.318220897569
"1468",-806.02883522858
"1469",-802.990147859284
"1470",-798.851512103605
"1471",-811.284374038888
"1472",-822.947047016182
"1473",-825.080881605014
"1474",-841.373448202598
"1475",-813.515774379695
"1476",-823.681593243399
"1477",-810.647946291084
"1478",-798.174382129777
"1479",-802.296778282045
"1480",-794.796199412521
"1481",-800.150019857457
"1482",-805.642071735625
"1483",-816.476017685557
"1484",-792.755799907443
"1485",-810.260368333219
"1486",-785.585089362283
"1487",-790.345520956111
"1488",-808.453562777673
"1489",-797.301402489002
"1490",-795.160151733245
"1491",-795.020906880118
"1492",-777.746746861761
"1493",-802.766455245794
"1494",-819.72720935724
"1495",-805.791252861595
"1496",-819.628595854458
"1497",-802.419567410675
"1498",-783.885578116706
"1499",-801.854265789975
"1500",-824.509640171299
"1501",-796.267655874218
"1502",-793.508964310651
"1503",-812.709370243437
"1504",-816.127057360483
"1505",-826.791022042938
"1506",-808.67403389016
"1507",-844.825468945895
"1508",-805.692804868269
"1509",-789.195533462046
"1510",-788.528383131456
"1511",-783.384264033924
"1512",-805.667793483196
"1513",-790.659205295153
"1514",-779.762870590548
"1515",-794.534715126722
"1516",-786.302333824482
"1517",-789.004760366256
"1518",-793.422123391959
"1519",-780.698891081847
"1520",-800.981273427727
"1521",-793.639672612212
"1522",-794.585162369432
"1523",-774.852209168992
"1524",-830.220783879208
"1525",-804.240390012407
"1526",-804.741127745257
"1527",-807.114129637343
"1528",-812.45447512558
"1529",-818.050422431652
"1530",-813.444145179239
"1531",-804.441605467824
"1532",-781.58185237657
"1533",-789.86441230562
"1534",-796.43012343253
"1535",-805.694676588965
"1536",-806.26715280801
"1537",-803.617721512573
"1538",-788.157052418704
"1539",-789.342917759355
"1540",-802.55519546008
"1541",-773.801282280879
"1542",-792.597184983872
"1543",-775.445185413384
"1544",-784.957664470793
"1545",-806.495257095099
"1546",-792.468390848482
"1547",-796.584249070855
"1548",-775.238523305396
"1549",-770.847403110273
"1550",-790.495831142042
"1551",-787.667601680658
"1552",-791.681302791284
"1553",-784.104087132768
"1554",-773.896427268961
"1555",-781.301645579846
"1556",-787.071152802997
"1557",-776.198366767951
"1558",-776.077962917012
"1559",-801.103519291894
"1560",-827.916260997538
"1561",-814.98916411463
"1562",-817.415558620036
"1563",-826.52079155212
"1564",-822.192878528308
"1565",-819.195725472368
"1566",-833.460037311432
"1567",-832.9173329397
"1568",-809.072215657607
"1569",-811.022993095988
"1570",-812.358338805163
"1571",-816.698118808633
"1572",-839.545004249845
"1573",-813.773513580787
"1574",-825.931648246475
"1575",-806.863684211854
"1576",-824.589292408325
"1577",-806.368048590142
"1578",-797.386329283275
"1579",-807.579633629628
"1580",-776.099608470341
"1581",-793.098603828718
"1582",-789.870760873325
"1583",-786.123531108647
"1584",-762.197847435672
"1585",-758.942595404674
"1586",-787.858812434782
"1587",-779.339979901954
"1588",-802.430678513867
"1589",-778.901968820066
"1590",-776.112933083937
"1591",-794.520559040397
"1592",-766.945979291629
"1593",-774.343043505163
"1594",-781.180497374616
"1595",-789.334941147039
"1596",-803.31320842101
"1597",-790.206335222744
"1598",-782.601014220054
"1599",-769.836103014849
"1600",-775.158725562675
"1601",-770.169728224024
"1602",-799.859558719188
"1603",-772.923994643169
"1604",-794.007244022786
"1605",-768.363455406582
"1606",-792.118428819665
"1607",-806.335940194281
"1608",-789.328049411562
"1609",-796.913299397396
"1610",-795.806049202171
"1611",-799.569637346428
"1612",-790.222457237115
"1613",-792.562662886863
"1614",-802.169296824256
"1615",-802.829833874132
"1616",-780.322727036488
"1617",-816.040144735944
"1618",-833.256247097658
"1619",-821.501903175874
"1620",-821.866517801281
"1621",-823.536279502632
"1622",-831.689870548782
"1623",-809.76040337197
"1624",-814.05565921567
"1625",-800.274839972194
"1626",-787.21379929668
"1627",-804.995195239634
"1628",-775.649879201237
"1629",-814.525922455094
"1630",-799.802747329545
"1631",-787.211273687573
"1632",-804.297988607399
"1633",-799.626049165548
"1634",-805.811144148771
"1635",-795.25398641424
"1636",-792.958185503664
"1637",-808.31846092428
"1638",-780.045043074663
"1639",-798.806509829368
"1640",-800.97386618301
"1641",-795.544577478995
"1642",-785.643079850805
"1643",-767.899558191526
"1644",-798.923677752229
"1645",-784.887839263313
"1646",-774.2159223798
"1647",-786.823366340516
"1648",-787.340331298387
"1649",-775.461174198403
"1650",-767.089792133281
"1651",-779.969407822443
"1652",-760.615842485047
"1653",-789.430209199068
"1654",-803.184788059684
"1655",-784.856529006323
"1656",-795.432709321461
"1657",-796.350360559633
"1658",-800.062390017415
"1659",-793.25143508283
"1660",-792.783498298112
"1661",-796.63935381381
"1662",-776.926284424441
"1663",-775.899202249254
"1664",-783.825147158648
"1665",-783.572736583877
"1666",-789.149035330369
"1667",-782.795587996643
"1668",-795.935691598711
"1669",-791.055006545036
"1670",-782.341426892615
"1671",-793.44851006311
"1672",-822.093359322799
"1673",-809.332285440863
"1674",-823.497375563977
"1675",-795.952898414338
"1676",-800.084141821551
"1677",-771.65253896879
"1678",-767.990883754267
"1679",-771.459527552822
"1680",-785.654311358051
"1681",-794.324460059643
"1682",-789.651512886997
"1683",-758.847222746207
"1684",-781.948659673814
"1685",-775.775760578316
"1686",-779.915940695223
"1687",-774.717631151897
"1688",-772.523902673339
"1689",-774.164506123572
"1690",-779.954953602141
"1691",-788.318222557646
"1692",-803.195307205515
"1693",-795.217786420204
"1694",-794.819108112374
"1695",-792.226726582556
"1696",-802.570441232342
"1697",-821.486761441862
"1698",-815.293367472902
"1699",-798.940218690317
"1700",-800.138192190052
"1701",-821.977350476281
"1702",-802.182247941816
"1703",-774.046062524538
"1704",-774.260944908319
"1705",-781.790182736457
"1706",-762.714280346864
"1707",-783.948386202684
"1708",-785.545498069461
"1709",-807.714394137601
"1710",-811.132647031938
"1711",-791.528550328136
"1712",-813.164845539505
"1713",-788.372368035194
"1714",-790.311977999051
"1715",-792.461014076062
"1716",-785.448771739886
"1717",-789.327536053451
"1718",-792.724828926045
"1719",-821.87079164773
"1720",-812.404339435693
"1721",-800.093256485546
"1722",-794.949561240863
"1723",-819.64043534152
"1724",-796.707826430585
"1725",-807.120556613403
"1726",-811.386632580301
"1727",-815.629086339132
"1728",-798.595995273731
"1729",-810.815808039203
"1730",-840.288573620599
"1731",-828.226743565919
"1732",-821.883251781158
"1733",-812.932117822303
"1734",-825.861976002913
"1735",-845.502311642959
"1736",-845.445918909211
"1737",-827.354958157846
"1738",-827.860267733645
"1739",-827.859084427439
"1740",-815.605317507114
"1741",-814.679106166981
"1742",-823.57419877326
"1743",-830.772984567299
"1744",-817.491779110046
"1745",-810.6448891843
"1746",-826.101312209141
"1747",-820.511238496955
"1748",-823.72310445669
"1749",-804.944814456307
"1750",-807.382921345722
"1751",-811.030721255959
"1752",-800.609234397822
"1753",-775.600213837875
"1754",-801.164280396948
"1755",-817.136172243171
"1756",-825.377585941349
"1757",-803.087410902892
"1758",-788.472013185246
"1759",-807.959797422546
"1760",-803.702165881944
"1761",-781.055485692675
"1762",-779.872468507918
"1763",-787.013979843489
"1764",-795.057514550884
"1765",-795.596765583408
"1766",-814.727871309087
"1767",-783.407972064677
"1768",-807.177098504746
"1769",-819.22961771135
"1770",-814.731370219841
"1771",-793.202204543956
"1772",-793.493267954121
"1773",-781.838152609462
"1774",-797.387526057393
"1775",-808.706253134274
"1776",-820.249290014658
"1777",-812.65566668579
"1778",-781.983086080196
"1779",-788.035178659722
"1780",-805.646813330379
"1781",-792.422544662608
"1782",-817.009726709059
"1783",-804.911195660399
"1784",-799.270593422191
"1785",-832.363217592317
"1786",-829.037944023152
"1787",-830.313079403055
"1788",-798.526639986303
"1789",-801.816581996593
"1790",-804.790862863452
"1791",-791.870012310788
"1792",-795.557666531434
"1793",-796.34660196132
"1794",-782.513881401196
"1795",-805.361017708479
"1796",-809.525486268609
"1797",-794.024746971994
"1798",-799.134323378678
"1799",-800.976050432676
"1800",-800.158595655091
"1801",-793.379247916761
"1802",-798.728181664489
"1803",-792.588776906209
"1804",-811.362010932107
"1805",-798.372065990245
"1806",-796.258568102671
"1807",-801.599864388102
"1808",-799.695124908128
"1809",-790.351778528188
"1810",-796.982423706035
"1811",-810.954254805019
"1812",-794.225304160717
"1813",-815.06193496134
"1814",-800.615007204991
"1815",-817.208777704564
"1816",-796.404850434485
"1817",-809.686130558243
"1818",-813.946513683302
"1819",-787.156118458701
"1820",-804.517632377472
"1821",-812.327199027578
"1822",-809.207650194313
"1823",-787.746543409764
"1824",-773.382921109033
"1825",-794.679884070076
"1826",-792.782163185481
"1827",-810.633489644404
"1828",-798.428460962766
"1829",-802.455616874403
"1830",-818.210460953954
"1831",-795.841257951118
"1832",-810.249408651088
"1833",-804.859192509927
"1834",-829.266245845202
"1835",-823.845434814154
"1836",-841.344766421566
"1837",-837.28008713917
"1838",-825.258610353856
"1839",-821.309547960861
"1840",-850.706479639439
"1841",-810.481108066169
"1842",-797.284116566909
"1843",-778.717801502645
"1844",-777.516957289786
"1845",-762.109395984439
"1846",-787.324740714312
"1847",-788.460994716337
"1848",-807.730886594415
"1849",-772.099398220194
"1850",-790.414361428775
"1851",-777.58987792491
"1852",-805.353428038712
"1853",-790.609402166697
"1854",-800.357990258013
"1855",-785.283035077015
"1856",-788.331137971785
"1857",-784.323395131453
"1858",-798.601684177423
"1859",-808.501743018871
"1860",-784.769996320607
"1861",-780.142293260355
"1862",-784.66345367457
"1863",-787.644204830254
"1864",-790.458331901067
"1865",-822.851346101338
"1866",-811.313294775654
"1867",-813.584997763726
"1868",-829.531503177005
"1869",-809.074849467861
"1870",-785.381667463373
"1871",-800.779308505876
"1872",-785.009631323175
"1873",-794.564999947172
"1874",-773.123323362058
"1875",-762.504661131183
"1876",-792.91254363071
"1877",-801.736647507408
"1878",-801.451047509614
"1879",-815.112417555642
"1880",-782.868513558105
"1881",-783.169807656583
"1882",-788.985903812729
"1883",-797.481663540511
"1884",-803.265088719953
"1885",-809.922170120211
"1886",-790.307814404318
"1887",-802.137105965949
"1888",-811.414878338172
"1889",-827.020687300826
"1890",-771.917546858055
"1891",-781.999629847042
"1892",-792.636380316595
"1893",-804.621990666804
"1894",-790.080881691953
"1895",-810.893900021205
"1896",-824.435535616273
"1897",-803.071005782437
"1898",-784.79528194445
"1899",-782.893844923038
"1900",-786.35032966603
"1901",-780.478483435549
"1902",-780.280836819582
"1903",-800.189631575403
"1904",-806.002023561396
"1905",-806.436148676578
"1906",-783.802985919413
"1907",-766.890301038706
"1908",-768.997418638321
"1909",-768.862495290162
"1910",-777.655708658148
"1911",-782.361006062219
"1912",-786.90807020249
"1913",-810.783246748601
"1914",-821.687922245846
"1915",-816.133316553048
"1916",-793.311003883244
"1917",-792.557279918194
"1918",-793.923726596411
"1919",-803.280538521578
"1920",-800.783378147836
"1921",-791.275208177471
"1922",-792.02835127609
"1923",-831.316867195755
"1924",-815.675536728299
"1925",-805.436893554363
"1926",-817.790305642662
"1927",-810.368076128679
"1928",-799.531474903374
"1929",-794.738056539231
"1930",-802.746173978492
"1931",-798.903254430592
"1932",-784.301428297054
"1933",-790.369300603913
"1934",-789.751978896677
"1935",-798.617156201142
"1936",-821.769413889481
"1937",-818.501578724466
"1938",-809.56000884361
"1939",-808.841176173247
"1940",-810.865206466055
"1941",-807.969477583312
"1942",-799.968675261156
"1943",-814.051591315601
"1944",-830.34879978086
"1945",-802.642381264468
"1946",-791.110087976058
"1947",-788.388985988337
"1948",-787.70800219492
"1949",-791.511530432582
"1950",-792.319769318229
"1951",-802.009235807197
"1952",-810.093695945177
"1953",-801.213357474958
"1954",-820.229709171684
"1955",-799.828367151264
"1956",-809.259364714026
"1957",-814.787223551337
"1958",-812.858065782517
"1959",-803.094352267938
"1960",-811.22759688892
"1961",-804.001378581127
"1962",-790.869686726436
"1963",-795.070876857091
"1964",-794.975733600319
"1965",-798.655129316463
"1966",-784.723798426635
"1967",-783.818476751733
"1968",-785.123496961568
"1969",-804.733468558937
"1970",-795.831817697817
"1971",-786.89869221908
"1972",-766.737804979359
"1973",-792.531811517344
"1974",-796.528085433335
"1975",-809.05135941861
"1976",-816.669888728878
"1977",-801.362619624617
"1978",-810.278122798354
"1979",-827.07868347025
"1980",-819.769766337723
"1981",-806.861562164613
"1982",-828.435655149768
"1983",-836.201217893054
"1984",-825.803540374233
"1985",-824.562844922412
"1986",-805.553155980972
"1987",-793.119681761026
"1988",-802.420550173222
"1989",-805.198805544248
"1990",-799.769970765364
"1991",-817.968068633101
"1992",-794.490120161698
"1993",-801.927916685742
"1994",-790.984004929406
"1995",-804.97354012615
"1996",-802.288072608115
"1997",-786.061860090315
"1998",-775.622224012592
"1999",-794.815093433677
"2000",-799.002262821789
"2001",-810.571309118131
"2002",-828.071716535632
"2003",-816.40091671452
"2004",-806.909766931469
"2005",-779.623161871976
"2006",-806.848161401037
"2007",-792.426131232286
"2008",-776.464627607065
"2009",-800.638850720475
"2010",-798.452734847843
"2011",-801.531017978245
"2012",-804.863761468774
"2013",-798.09283051556
"2014",-788.086295986393
"2015",-768.220667779122
"2016",-790.098315296637
"2017",-796.623335845322
"2018",-787.583251750644
"2019",-786.295357419133
"2020",-800.672661348697
"2021",-800.545971602021
"2022",-781.168436380744
"2023",-784.863203742996
"2024",-810.714552595935
"2025",-838.170514399478
"2026",-810.462843027483
"2027",-779.740662906722
"2028",-810.478423174393
"2029",-790.697315924982
"2030",-799.300561255072
"2031",-808.5645179855
"2032",-801.588325818915
"2033",-782.926861040929
"2034",-785.333161576852
"2035",-784.344140466705
"2036",-774.337404708163
"2037",-781.308033108306
"2038",-806.739829104985
"2039",-812.583782929166
"2040",-807.458997177664
"2041",-827.347595071005
"2042",-827.378814875378
"2043",-833.451746867212
"2044",-818.844628241646
"2045",-801.169408370164
"2046",-815.839841495003
"2047",-812.650364848577
"2048",-808.315488178434
"2049",-817.889740415673
"2050",-800.213592377232
"2051",-799.274034158168
"2052",-792.79170758293
"2053",-804.016896922896
"2054",-812.556613843042
"2055",-818.34959417871
"2056",-816.318768818174
"2057",-813.967948399009
"2058",-814.300860447604
"2059",-817.705563448382
"2060",-806.011524419663
"2061",-790.021431385278
"2062",-798.942564087497
"2063",-807.281628608173
"2064",-814.72150251693
"2065",-798.598483392182
"2066",-811.81036157586
"2067",-800.065829692298
"2068",-791.063056950886
"2069",-776.331914316861
"2070",-780.762115336233
"2071",-768.229966639933
"2072",-768.077449551906
"2073",-786.963187241932
"2074",-797.922034917215
"2075",-782.681235819839
"2076",-791.879312822473
"2077",-787.814834275643
"2078",-821.023465298118
"2079",-820.345001151192
"2080",-824.633301740917
"2081",-823.388546147194
"2082",-833.457967323536
"2083",-804.216331190739
"2084",-798.183521415004
"2085",-785.609933795356
"2086",-777.375915357356
"2087",-806.465481410885
"2088",-781.234459910836
"2089",-817.91429923444
"2090",-830.043389767491
"2091",-818.954731505693
"2092",-820.911146352787
"2093",-822.55057522748
"2094",-818.247109183001
"2095",-818.937596996634
"2096",-803.952965408379
"2097",-785.498258620726
"2098",-828.498933817026
"2099",-837.651036362069
"2100",-818.917071748894
"2101",-813.45488309573
"2102",-817.722416516205
"2103",-810.071718895873
"2104",-789.522030912298
"2105",-790.330380296016
"2106",-778.881337307486
"2107",-759.879902452829
"2108",-782.495705235312
"2109",-787.621852526347
"2110",-774.212241969165
"2111",-788.088445012379
"2112",-790.202225565862
"2113",-798.961489065501
"2114",-794.861562063451
"2115",-799.111795485197
"2116",-803.184366138877
"2117",-830.08337201282
"2118",-817.953053612428
"2119",-806.597818940511
"2120",-813.908118724449
"2121",-794.244777817723
"2122",-808.314290472302
"2123",-805.643826132863
"2124",-778.881139524459
"2125",-806.167095082575
"2126",-795.937273979135
"2127",-806.386550293285
"2128",-811.955561373379
"2129",-821.209822023165
"2130",-826.96020537732
"2131",-796.752676346845
"2132",-792.142058724009
"2133",-776.569609812968
"2134",-782.236597549695
"2135",-803.756002220958
"2136",-798.216400787459
"2137",-795.366413997041
"2138",-774.88164657814
"2139",-779.669583383303
"2140",-784.018277853198
"2141",-807.338622429586
"2142",-799.784981531469
"2143",-796.062393556662
"2144",-796.527156838555
"2145",-780.829209828465
"2146",-794.502658995388
"2147",-792.737603664785
"2148",-820.003833482962
"2149",-796.649390484299
"2150",-783.60117793119
"2151",-792.825903888077
"2152",-799.239620053514
"2153",-799.107961419958
"2154",-790.856620722874
"2155",-803.378065140013
"2156",-813.130720299184
"2157",-779.38598912489
"2158",-778.398596351199
"2159",-808.421205161938
"2160",-797.734321235797
"2161",-822.862954195252
"2162",-791.840891944353
"2163",-789.743693233636
"2164",-813.997148566084
"2165",-798.280017195945
"2166",-793.116425283716
"2167",-771.606786020012
"2168",-786.473371910386
"2169",-808.815205840116
"2170",-801.533883460718
"2171",-805.449491781573
"2172",-821.461260184725
"2173",-817.692543651005
"2174",-811.631988144994
"2175",-802.845862522076
"2176",-823.112819472607
"2177",-815.141673621959
"2178",-813.802222882025
"2179",-824.302556571641
"2180",-788.449491880746
"2181",-789.318660133017
"2182",-790.052695545539
"2183",-791.765342774513
"2184",-819.189879550438
"2185",-807.704398026037
"2186",-820.144030484338
"2187",-822.622281861632
"2188",-813.239082777214
"2189",-820.174170966183
"2190",-812.79429970653
"2191",-795.537581958795
"2192",-803.253522439865
"2193",-833.248741644388
"2194",-809.696649249864
"2195",-822.59997102296
"2196",-842.955262119923
"2197",-823.090492207491
"2198",-828.207778080046
"2199",-829.030179982049
"2200",-831.943526962164
"2201",-816.488547235283
"2202",-804.249340877768
"2203",-804.649055003514
"2204",-816.931871556695
"2205",-816.51742522618
"2206",-810.708379123576
"2207",-813.443258178654
"2208",-810.09356543309
"2209",-805.629260313748
"2210",-815.899273881516
"2211",-813.755236379069
"2212",-798.458008238774
"2213",-832.154706820604
"2214",-807.692248496324
"2215",-793.117696142673
"2216",-793.703557908754
"2217",-783.210488970164
"2218",-800.678891686
"2219",-822.990411154266
"2220",-794.556809036015
"2221",-777.198657508556
"2222",-773.633059769862
"2223",-769.458838453377
"2224",-777.509107730055
"2225",-793.525492112099
"2226",-817.880459477551
"2227",-796.038540583831
"2228",-798.377543099033
"2229",-788.247870493796
"2230",-793.46187748917
"2231",-794.443956096284
"2232",-792.384745958134
"2233",-818.952347950619
"2234",-823.733086307835
"2235",-793.761848614469
"2236",-785.896449177394
"2237",-778.991551741617
"2238",-776.47855068387
"2239",-795.965703330704
"2240",-811.562583393915
"2241",-807.957508034618
"2242",-780.549730362316
"2243",-777.884555231639
"2244",-799.033308739669
"2245",-847.491792614269
"2246",-796.468371630956
"2247",-820.624947463178
"2248",-812.260815526954
"2249",-787.221484772706
"2250",-789.783943381753
"2251",-778.961384196128
"2252",-789.555456842746
"2253",-801.982650046188
"2254",-787.213603891979
"2255",-787.870464776807
"2256",-767.014322247429
"2257",-771.460124322449
"2258",-788.964116392389
"2259",-797.97137410327
"2260",-804.325329544364
"2261",-806.416646564738
"2262",-808.64241199503
"2263",-820.756357525489
"2264",-827.810747144511
"2265",-810.291952571872
"2266",-810.368928160641
"2267",-813.184847244204
"2268",-815.327783997623
"2269",-826.231606341048
"2270",-802.544150191651
"2271",-797.80855171631
"2272",-799.637167401468
"2273",-795.553763920254
"2274",-788.758982973459
"2275",-797.044603006354
"2276",-772.32079750415
"2277",-799.757513952293
"2278",-811.421727459849
"2279",-792.682455812022
"2280",-786.325712815116
"2281",-792.525018376438
"2282",-795.432562535777
"2283",-788.074173257257
"2284",-782.48192136743
"2285",-801.804710829349
"2286",-801.914297348997
"2287",-804.846017743675
"2288",-777.884184293161
"2289",-769.480139645303
"2290",-780.09064097477
"2291",-772.360053301493
"2292",-783.970148409973
"2293",-787.999255275729
"2294",-788.073841411329
"2295",-796.784511124338
"2296",-819.660777079295
"2297",-812.227761299499
"2298",-804.953624384147
"2299",-813.508004143882
"2300",-821.07495994182
"2301",-799.86262112944
"2302",-805.690620921156
"2303",-795.719747233004
"2304",-777.059921435685
"2305",-781.877459842448
"2306",-768.67734335296
"2307",-805.296200219654
"2308",-782.227709890658
"2309",-794.228152312981
"2310",-807.316237950827
"2311",-791.403129963367
"2312",-773.549628293858
"2313",-802.769764182835
"2314",-789.606128068724
"2315",-814.575266056791
"2316",-819.695152337262
"2317",-809.85925697642
"2318",-825.332574575376
"2319",-808.70139097371
"2320",-824.577477526568
"2321",-816.478256920939
"2322",-808.669012065421
"2323",-801.629718029737
"2324",-805.254434832061
"2325",-795.277833767827
"2326",-801.999821048801
"2327",-793.635442724575
"2328",-817.324057940233
"2329",-782.091407742087
"2330",-803.942256717966
"2331",-790.912455617208
"2332",-786.355567846211
"2333",-785.875298722528
"2334",-781.401459524752
"2335",-786.179481283034
"2336",-785.485650247335
"2337",-801.391390414974
"2338",-783.171053545545
"2339",-795.485169871543
"2340",-818.53931662834
"2341",-777.170466961561
"2342",-776.354602326021
"2343",-783.575050613325
"2344",-795.351205028086
"2345",-802.92797298234
"2346",-801.18123717048
"2347",-795.281570646575
"2348",-814.897181239508
"2349",-796.592540263375
"2350",-815.726057365837
"2351",-812.513112510486
"2352",-816.676002424442
"2353",-802.226789493189
"2354",-788.762945391307
"2355",-791.17358796707
"2356",-800.276204909692
"2357",-814.691626220669
"2358",-808.738053952959
"2359",-805.818279202902
"2360",-792.275949134776
"2361",-776.190298528699
"2362",-803.050194382914
"2363",-803.857248743895
"2364",-804.39785001255
"2365",-782.656842461197
"2366",-795.975229008567
"2367",-795.232125758974
"2368",-808.142861369673
"2369",-783.5396176397
"2370",-782.846768396724
"2371",-775.96644075528
"2372",-799.827437813347
"2373",-813.807745930251
"2374",-797.662382225625
"2375",-794.253613911671
"2376",-788.521697081835
"2377",-811.700608885206
"2378",-809.268721157817
"2379",-832.941327003109
"2380",-801.511289188724
"2381",-808.004520364102
"2382",-789.674113046945
"2383",-793.68519717669
"2384",-798.078322378047
"2385",-820.509508620965
"2386",-807.021244288057
"2387",-802.723370583121
"2388",-809.305189440247
"2389",-798.018836076995
"2390",-777.139292798519
"2391",-757.41563551266
"2392",-765.041933619162
"2393",-784.24197893215
"2394",-780.511116916212
"2395",-773.28588570479
"2396",-782.116053516791
"2397",-768.006398173601
"2398",-783.280624270413
"2399",-785.447998613856
"2400",-794.085828765445
"2401",-815.413052287517
"2402",-815.394282598437
"2403",-834.470270908812
"2404",-821.370123111457
"2405",-817.127142926565
"2406",-809.253367317697
"2407",-830.390356249769
"2408",-806.947826719714
"2409",-803.728136064848
"2410",-822.043016086166
"2411",-808.901010576916
"2412",-805.610267981393
"2413",-804.830675505288
"2414",-798.830907450833
